"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Servicio Público de la Vivienda y el Hábitat","Licitación Privada",47,2024,"COCINA A GAS NATURAL ENLOZADA - Plan Incluir - República de la Sexta (CUR II)","15.738.000,00",",00",",00","","06/09/2024","12/09/2024",1656,,,,"Se DESESTIMA a la firma VICTOR GENTILE S.A 
Se ADJUDICA a la firma ALCANTARA EMILIANO DAVID el único ítem  por mejor precio por la suma total de $11.973.737","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31246",
"Centro Municipal de Distrito Noroeste ""Olga y Leticia Cossettini""","Concurso de Precios",10,2024,"Comrpa de Resmas de papel tamaño A4 75grs para el CMD NOROESTE ","765.000,00",",00",",00","","06/09/2024","21/03/2025",0,,,,"Se ADJUDICA a la firma DISTRIBUIDORA DIQUE SRL por mejor precio por la suma total de $663.750","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31275",
"Secretaría de Cultura y Educación","Concurso de Precios",23400,2024,"Servicio de provisión de bidones de agua potable para el Teatro Municipal «La Comedia»","640.000,00",",00",",00","","06/09/2024","01/10/2024",541,,,,"Se adjudicó a la ""Sucesión de Febre, Héctor Rufino"" (titular de la empresa ""Soda y Agua de Mesa Ariel"") por mejor precio, por la suma total de $ 576.000.- (Pesos Quinientos Setenta y Seis Mil).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31282",
"Centro Municipal de Distrito Norte ""Villa Hortensia""","Concurso de Precios",6,2024,"RESMAS DE PAPEL A4 para el Centro Municipal Distrito Norte ""Villa Hortensia"".-","787.500,00",",00",",00","","06/09/2024","20/03/2025",349,,,,"Se ADJUDICA a la firma DISTRIBUIDORA DIQUE SRL por $663.750","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31287",
"APS (S.S.P.)","Concurso de Precios",100681,2024,"51 Ambos y 11 Guardapolvos para el Centro Regional de Hemoterapia",",00",",00",",00","","06/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31289",
"APS (S.S.P.)","Concurso de Precios",81161,2024,"Equipos acondicionadores de aire tipo ventana.-",",00",",00",",00","","06/09/2024","10/10/2024",1832,,,,"Se desestima por sobreprecio la única oferta recibida de Rosario Confort S.R.L.
Se declara FRACASADO el presente procedimiento.-","Fracasada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31300",
"Secretaría de Salud Pública","Concurso de Precios",120840,2024,"COMPRA DE RUXOLITINIB 10 MG COMP",",00",",00",",00","","06/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31315",
"Hospital de Niños ""Víctor J. Vilela""","Concurso de Precios",0,0,"FORMULAS PARA ALIMENTACION PARENTERAL Y ENTERAL NORMATIZADAS ""Hosp. Vilela""","10.950.258,10",",00",",00","","06/09/2024","16/09/2024",1688,,,,"ADJUDICATARIO: COMPAÑIA FARMACÉUTICA S.R.L. ítem 1, única propuesta, ítems 2, 3 y 4, mejor precio, pesos catorce millones ciento ochenta y ocho mil setecientos treinta y siete c/80.- ($ 14.188.737,80.-).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31318",
"Hospital de Niños ""Víctor J. Vilela""","Concurso de Precios",0,0,"BIOM. BLOCK QUIRUGICO ""Hosp. Vilela""","8.603.072,20",",00",",00","","06/09/2024","16/09/2024",1686,,,,"
ADJUDICATARIO: SENSIMAT S.R.L. ítem 10, única propuesta, ítem 13, mejor precio, pesos un millón doscientos cincuenta y nueve mil cuatrocientos sesenta y uno c/35.- ($ 1.259.461,35.-); UNIC COMPANY S.R.L. ítems 4 y 6 mejor precio, pesos doscientos once mil seiscientos catorce c/00.- ($ 211.614,00.-); PROPATO HERMANOS S.A.I.C. ítems 24, 25, 26, 27, 28, 29 y 30, mejor precio, pesos trescientos diecisiete mil seiscientos cuatro c/00.- ($ 317.604,00.-); DROGUERÍA COMARSA S.A. ítems 2, 3, 5 y 36, única propuesta, ítem 8, 16, 21, 22, 23, 31, 32, 34 y 35, mejor precio, pesos un millón setecientos veintisiete mil novecientos ochenta y ocho c/69.- ($ 1.727.988,69.-); DROGUERÍA NEW DROG S.R.L. ítem 7, única propuesta, ítems 11, 19 y 20, calidad, ítems 12, 14 y 33, única propuesta, pesos cuatro millones ciento cuarenta y cuatro mil seiscientos cincuenta c/74.- ($ 4.144.650,74.-).-

Artículo 1º : SE DECLARAN DESESTIMADOS: ítem 1, por superar ampliamente el valor presupuestado en pliego; ítem 17, por no ajustarse a lo solicitado.-
Articulo 2º: SE DECLARAN DESIERTOS: ítems 9, 15 y 18.- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31319",
"Hospital de Niños ""Víctor J. Vilela""","Concurso de Precios",0,0,"PRODUCTOS MEDICOS Y DESCARTABLES ""Hosp. Vilela""","16.448.435,22",",00",",00","","06/09/2024","16/09/2024",1687,,,,"ADJUDICATARIO: CARDIO SEREL S.R.L., ítems 1 y 11, mejor precio, pesos ciento cincuenta y cuatro mil ciento diecisiete c/70.- ($ 154.117,70.-); PROPATO HNOS S.A.I.C. ítems 7, 26 y 27, mejor precio, pesos un millón diecinueve mil ciento veinticinco c/00.- ($ 1.019.125,00.-); DROGUERÍA COMARSA S.A. ítems 8, 9, 10, 14, 15, 16 y 25, mejor precio, ítems 13, 23 y 24, única propuesta, pesos cuatro millones novecientos un mil setecientos sesenta y dos c/58.- ($ 4.901.762,58.-); DROGUERÍA NEW DROG S.R.L., ítem 17, mejor precio, ítems 20, 21 y 22, única propuesta, pesos nueve millones trescientos veintitrés mil doscientos ochenta y ocho c/80.- ($ 9.323.288,80.-); GUFA S.R.L., ítems 6 y 12, mejor precio, pesos seiscientos veinticuatro mil trescientos cincuenta y cuatro c/00.- ($ 624.354,00.-).-

Articulo 1º: SE DECLARAN DESESTIMADOS: ítems 3, 4, 5 y 19, por superar ampliamente el valor presupuestado en pliego ó por no corresponder a lo solicitado.-
Articulo 2º: SE DECLARAN DESIERTOS: ítems 2 y 18.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31321",
"Secretaría de Salud Pública","Licitación Privada",10260,2024,"Contratación Servicio de Radioterapia Tridimensional Conformada","40.000.000,00",",00","80.000,00","","09/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31115",
"Ente Turístico Rosario (ETuR)","Licitación Privada",24,2024,"Contratación del servicio de Traslados - Ente Turístico de Rosario  ","36.672.360,00",",00",",00","","09/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31254",
"Hospital ""Dr. Roque Sáenz Peña""","Licitación Privada",50200,2024,"ROPA DE TRABAJO - HRSP","3.500.000,00",",00","7.000,00","","09/09/2024","11/09/2024",1645,,,,"RESOLUCIÓN Nro.: 001645

Rosario, ?CUNA DE LA BANDERA?    (11 SEPTIEMBRE 2024)

VISTO, el llamado a Licitación Privada N° 020/24 efectuado para la compra de ROPA DE TRABAJO PARA LAS ÁREAS DE MANTENIMIENTO, en el Hospital Dr. Roque Saenz Peña dependiente de la Secretaria de Salud Pública y teniendo en cuenta los informes obrantes en el mencionado legajo considerando convenientes proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PÚBLICA

RESUELVE

ART 1º  ADJUDICASE: La precitada Licitación  Privada en  la   forma   que   se      indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones:

    ? BARILOCHE INDUMENTARIA SRL, por un importe total de pesos CUATROCIENTOS SESENTA MIL con 00/100.-  ($460.000,00) ítem: 2, 5, 9, 12 y 13.-

    ? MERCOTEX SA, por un importe total de pesos TRES MILLONES DOSCIENTOS SETENTA Y OCHO MIL CUATROCIENTOS con 00/100.-  ($3.278.400,00) ítem: 1, 3, 4, 6, 7, 8, 10 y 11.-


ART. 2° EL GASTO: que  demande el cumplimiento de la presente Resolución se imputará de la siguiente manera a las siguientes partidas de manera optativa

      Conv.                                             
Programático                                     Partida                                                           Denominación    08057                                  1.08.05.0.02.01.15.2.1.02.02.02                          PRENDAS DE VESTIR
 Conv.                                             
Programático                                     Partida                                                           Denominación  08057                                  1.08.05.0.01.01.01.2.1.02.02.02                          PRENDAS DE VESTIR 

La Cantidad de pesos DOS MILLONES SETECIENTOS TREINTA Y OCHO MIL CUATROCIENTOS con 00/100.-  ($3.738.400,00) del Presupuesto Vigente, con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad. 

ART. 3° COPIAR: comunicar a quien corresponda y archivar.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31258",
"Secretaría de Cultura y Educación","Concurso de Precios",25618,2024,"Adquisición de artículos de iluminación para el Museo de la Memoria","1.900.000,00",",00",",00","","09/09/2024","18/09/2024",494,,,,"Se adjudican los ítems 1, 4 y 8 del presente llamado a Concurso de Precios a NR ELECTRICIDAD S.R.L., por mejor precio, por la suma total de $ 117.800.- (Pesos Ciento Diecisiete Mil Ochocientos); los ítems 2, 3, 6, 7, 9, 10, 11 y 12 a OSMAN LUCAS Y OSMAN MAURO S.H. (Luman) por mejor precio, por la suma total de $ 700.460.- (Pesos Setecientos Mil Cuatrocientos Sesenta) y el ítem 5 a MIRKO SOSA GUERCI (MSG Lighting) por mejor precio, por la suma total de $ 11.800.- (Pesos Once Mil Ochocientos).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31283",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Concurso de Precios",20109,2024,"AMBOS PERSONAL HECA","22.835.000,00",",00",",00","","09/09/2024","08/10/2024",1820,,,,"RESOLUCION  N.º 
Rosario, ""Cuna de la Bandera""

VISTO el llamado a Concurso de Precios Nro:  01/09 efectuado por el H.E.C.A., dependiente de la Secretaria de Salud Publica, para la adquisición de ?AMBOS PARA EL PERSONAL? , y teniendo en cuenta los informes obrantes en el mencionado legajo.
Y VISTO: La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública.

        Y CONSIDERANDO:  Que de conformidad a la Ordenanza  nro: 10.586 dictada en fecha 18 de diciembre de 2023 debidamente promulgada, el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones institucionales municipales en materia social y sanitaria, en su articulo primero,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C se autoriza al  Departamento Ejecutivo Municipal a efectuar por el plazo de 365 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social, sanitaria y habitacional (alquileres) de la población.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente y que permitan con ello, una afectación de los recursos en la mayor atención de las necesidades para la contención social, sanitaria y habitacional (alquileres) de la población.

                           
                        SIENDO NECESARIO PROVEER SOBRE EL PARTICULAR 
                                               EN USO DE SUS ATRIBUCIONES
LA SECRETARÌA DE SALUD PÙBLICA RESUELVE


ART. 1º: ADJUDICASE: el precitado Concurso en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO:  ARSUFFI, EMILIA en  los ítems  - 3  por un importe total de $  4.421.700,00 (pesos cuatro millones cuatrocientos veintiun mil setecientos con 00/00).
ADJUDICATARIO:  BARILOCHE INDUMENTARIA S.R.L. en  los ítems  - 1, -2, -4 y -5  por un importe total de $  13.001.200,00 (pesos trece millones mil doscientos con 00/00).

     ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de manera optativa a las siguientes partidas:          
0.08023.1.08.02.0.1.01.1.2.1.02.02.02.00; 0.08023.1.08.02.0.2.01.15.2.1.02.02.02.00;   0.08023.1.08.02.0.2.01.17.2.1.02.02.02.00; ( PRENDAS DE VESTIR ) la cantidad de $  17.422.900,00 (pesos diecisiete millones cuatrocientos veintidos mil novecientos con 00/00). del presupuesto  vigente y con estricto cumplimiento del art 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.

","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31292",
"Secretaría de Deporte y Turismo","Concurso de Precios",33,2024,"Adquisición de PINTURAS Y ARTÍCULOS CONEXOS para la Subsecretaria de Deporte, dependiente  de la Secretaria de Deporte y Turismo.-","2.243.283,87",",00",",00","","09/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31293",
"Dirección General de Informática","Concurso de Precios",3,2024,"Adquisición del servicio de provisión de bidones de agua potable de 20lts para la Dir. Gral de Informática ","2.277.000,00",",00",",00","","09/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31295",
"Servicio Público de la Vivienda y el Hábitat","Concurso de Precios",24,2024,"ARTÍCULOS PARA AGUA - Programas Locales de Hábitat y Vivienda - Emergencia Habitacional ","1.854.884,82",",00",",00","","09/09/2024","25/09/2024",1739,,,,"Se ADJUDICA a las firmas ROSSI PABLO EZEQUIEL por mejor precio para el item 5  por la suma total de $19.600 y a la firma SERVITUBOS SRL por calidad para los items 1,2,3,4,6,7 y 8 por la suma total de $1.874.155,70.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31305",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",56229,2024,"CONTRATACIÓN DEL SERVICIO DE VIANDAS CON DESCARTABLES PARA LA DIRECCIÓN GENERAL DE INFANCIAS Y FAMILIAS ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","6.739.200,00",",00",",00","","09/09/2024","12/09/2024",6350,,,,"a la firma PICO, RAMIRO JOSE por un valor de $$4.400,00 c/u por mejor precio","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31324",
"Secretaría de Salud Pública","Concurso de Precios",10461,2024,"COMPRA DE CAÑOS",",00",",00",",00","","09/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31328",
"Secretaría de Salud Pública","Concurso de Precios",10451,2024,"COMPRA DE PINTURAS",",00",",00",",00","","09/09/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31329",
"Dirección General de Gestión de Riesgos y Protección Civil","Licitación Pública",7317,2024,"Adquisición de uniformes y ropa de trabajo. destinada al personal Administrativo y Operarios de la Dir. Gral. de Gestión de Riesgos y Protección Civil","70.000.000,00","120.000,00",",00","","10/09/2024","28/11/2024",1437,,,,"Se ADJUDICA a BARILOCHE INDUMENTARIA S.R.L CUIT 30-70794402-8 los ítems 1 y 4 por CALIDAD; los ítem 2 (oferta base), 5 (oferta base) y 6 por MEJOR PRECIO y el ítems 10 por ÚNICA PROPUESTA Y PRECIO CORRIENTE EN PLAZA, por un monto total de $15.814.790,00.-
Se ADJUDICA a CATRARO, LEONARDO DIEGO CUIT 20-24311282-7 los ítems 7 y 8 por ÚNICA PROPUESTA Y PRECIO CORRIENTE EN PLAZA y el ítem 9 por MEJOR PRECIO en un monto total de $34.497.144,00.-
Se DESESTIMAN las ofertas de MERCOTEX S.A., BARILOCHE INDUMENTARIA S.R.L. y COOPERATIVA DE TRABAJO DEL CENTRO LTDA. para los ítems 7 y 8. 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31084",
"Dirección General de Señalización","Licitación Privada",18847,2024,"Provisión de pintura acrílica para demarcación horizontal para la Dirección General de Señalización - Sec. de Ambiente y Espacio Público ","29.252.128,27","78.980,75",",00","","10/09/2024","22/10/2024",280,,,,"Se DESESTIMA la oferta de la empresa CP S.A para los items 1,2,3 y 4 
Se DESESTIMA la oferta de la firma LUCAS SICILIANO propuesta alternativa para lis ítems 1,2,3 y 4 
Se ADJUDICA a la firma ABG S.R.L para los ítems 1,2,3 y 4 por mejor precio por un monto total de $20.766.200","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31236",
"Secretaría de Deporte y Turismo","Licitación Privada",25582,2024,"Adquisición de HIPOCLORITO DE SODIO para las actividades que dependen de la Secretaria de Deporte y Turismo.-","33.645.750,00","15.000,00",",00","","10/09/2024","22/10/2024",25,,,,"ADJUDICAR A LA FIRMA DISTRIBUCIONES J&L SRL CUIT 30-71711499-6, PARA EL ÍTEM Nº 1 POR MEJOR PRECIO, POR UN MONTO TOTAL DE $ 15.443.300.
DESESTIMAR LAS OFERTAS PRESENTADAS DE ""MERLO NATALIA V. Y MERLO EMILIO F. SOC. DEL CAP I DE LA SEC. IV"" Y ""ORGANIZACIÓN ASESORA INDUSTRIAL S.A"", POR NO SER EL PRECIO CONVENIENTE PARA EL MUNICIPIO.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31241",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",2073,2024,"REPUESTOS PARA MONITORES Y CARDIODESFIBRILADORES NIHON KOHDEN","14.200.000,00",",00","28.400,00","","10/09/2024","17/09/2024",1701,,,,"RESOLUCIÓN Nº001701
Rosario, ?CUNA DE LA BANDERA? 17/sep/2024

VISTO el llamado a Licitación Privada Nº02-073/24 efectuado por el H.E.C.A. para la adquisición de ?REPUESTOS PARA MONITORES Y CARDIODESFIBRILADORES NIHON KOHDEN? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: GRIENSU S.A. , en el/los ítem/s 1,2,3,4,5,6,7,8y9 por un importe total de   $ 14.548.197,00 (pesos catorce millones quiunientos cuarenta y ocho mil ciento noventa y siete)

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de la siguiente manera:
A las siguientes partidas en forma optativa: 0.8022.1.08.02.0.1.01.01.2.1.02.09.06.00; 0.8022.1.08.02.0.2.01.15.2.1.02.09.06.00; 0.8022.1.08.02.0.2.01.17.2.1.02.09.06.00 (Repuestos y accesorios) la cantidad de $ 14.548.197,00 (pesos catorce millones quiunientos cuarenta y ocho mil ciento noventa y siete) del presupuesto vigente y con estricto cumplimiento del art.55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31256",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",2072,2024,"BIOMEDICOS PARA GASTROENTEROLOGIA","10.880.000,00",",00","21.600,00","","10/09/2024","08/10/2024",1815,,,,"RESOLUCIÓN Nº 001815

Rosario, ?Cuna de la Bandera? 08 OCT 2024

VISTO el llamado a Licitación Privada Nº02-072/24 efectuado por el H.E.C.A., dependiente de la Secretaría de Salud Pública, para la adquisición de ?BIOMEDICOS PARA GATROENTEROLOGÍA? , y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA

ART. 1º:DESESTIMASE: Ítem Nº 4 y 7 por no corresponder a lo solicitado conforme informe del servicio a fs N.º 92 y 93;
ART. 2º:DESESTIMASE: Ítem Nº 8 por superar las ofertas en un más del 20% el presupuesto oficial estimado y que no se corresponde con precios corrientes en plaza conforme informe del servicio a fs.93;
ART. 3 º:DESESTIMASE: Ítem Nº 10 por ser única oferta y no estar habilitado en el padrón de proveedores según informe del servicio a fs 93;
ART. 4º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: PROMEDON S.A., en el/los ítem/s 6 por un importe total de $ 994.980,90 (pesos novecientos noventa y cuatro mil novecientos ochenta con 90/00)

ADJUDICATARIO: SEYER S.R.L., en el/los ítem/s 1,9,11,12,13 y 14 por un importe total de             $ 4.630.105,81 (pesos cuatro millones seiscientos treinta mil ciento cinco con 81/00)

ADJUDICATARIO: INSUMOS EN SALUD S.R.L., en el/los ítem/s 2,3 y 5 por un importe total de             $ 547.600,00 (pesos quinientos cuarenta y siete mil seiscientos con  00/00)

ART. 5º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de la siguiente manera:
A las siguientes partidas en forma optativa:0.08020.1.08.02.0.1.01.01.2.1.02.09.05.13; 0.08020.1.08.02.0.2.01.15.2.1.02.09.05.13; 0.08020.1.08.02.0.2.01.14.2.1.02.05.02.01 (BIOMEDICOS PARA GASTROENTEROLOGIA) la cantidad de $ 6.172,686,71 (pesos seis millones ciento setenta y dos mil seiscientos ochenta y seis con 71/00) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-


ART. 6º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31257",
"Hospital Intendente Gabriel Carrasco","Licitación Privada",0,0,"Reparación de equipos de refrigeración chicos","7.000.000,00","14.000,00",",00","","10/09/2024","25/09/2024",1728,,,,"Rosario, Cuna de la Bandera RESOLUCIÓN N° 001728 25/09/2024

Y VISTO el llamado a Licitación Privada Nº 018/24 efectuado para la Reparación de equipos de refrigeración chicos, dependiente de la Secretaría de Salud Pública.

Y CONSIDERANDO  los informes obrantes en el mencionado legajo, siendo conveniente a tales efectos proveer al respecto:

EN USO DE SUS ATRIBUCIONES LA SECRETARÍA DE SALUD PÚBLICA RESUELVE

Art. 1º : ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

	ADJUDICATARIO:

&#61553;	Refrigeración Andina de Guido Pariente: ítem: 1; por un importe total de pesos de siete millones  ($7.000.000.-).

Art. 2º: EL GASTO que demande el cumplimiento de la presente Resolución se imputará a la partida: 
0,8044. 01. 08. 04. 00. 01. 01. 01. 02. 01. 03. 03. 09. 00. Otros no especificados, por un importe total de pesos de siete millones ($7.000.000.-) del Presupuesto 2024 vigente, con estricto cumplimiento del Art. 55 de la ordenanza de contabilidad según corresponda.

Art. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31259",
"Secretaría de Cultura y Educación","Concurso de Precios",26941,2024,"Adquisición de resmas de papel A4 para la Dirección General de Gestión Territorial de la Secretaría de Cultura y Educación","2.003.000,00",",00",",00","","10/09/2024","12/09/2024",483,,,,"Se adjudica el presente llamado a Concurso de Precios a TIO TOM S.A., por mejor precio, por la suma total de $ 1.538.514.- (Pesos Un Millón Quinientos Treinta y Ocho Mil Quinientos Catorce). Se desestiman las ofertas de Papelera Cumbre S.A, por no encontrarse rubricada por el representante legal de la empresa; de Martín Carlos Manfredi (titular de Texell) por encontrarse condicionad respecto de la forma de pago y de Distruibuidora Dique S.R.L por encontrarse condicionada respecto del plazo de pago.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31288",
"Centro Municipal de Distrito Oeste ""Felipe Moré""","Concurso de Precios",12,2024,"Provisión de bidones de agua potable para el C.M.D OESTE ""Felipe Moré""","1.680.000,00",",00",",00","","10/09/2024","03/10/2024",0,,,,"Se adjudica a la firma D´Angelo Matías, CUIT 20-34934880-3, por mejor precio, por el importe total de pesos un millón cuatrocientos mil  con 00/100 ($1.400.000,00).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31302",
"Servicio Público de la Vivienda y el Hábitat","Concurso de Precios",25,2024,"EQUIPOS TELEFÓNICOS - Coordinación General - Servicio Público de la Vivienda y el Hábitat ","2.552.500,00",",00",",00","","10/09/2024","16/09/2024",1665,,,,"Se ADJUDICA a la firma DM LITORAL SRL por mejor precio por la suma total de $2.552.500","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31306",
"Dir. de Comunicación Social (Desarrollo Humano y Habitat)","Concurso de Precios",55054,2024,"Compra de frutas y verduras para los Centros Cuidar dependientes de la Dir. Gral. Int. Comunitaria Secretaria de Desarrollo Humano y Hábitat","10.437.050,00",",00",",00","","10/09/2024","12/09/2024",6349,,,,"a la Firma AMELONG JOSE M. por la suma de $10.945.300,00 Total global por única propuesta  y precio corriente en plaza ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=31338",
