"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Secretaría de Cultura y Educación","Concurso de Precios",20035,2023,"Servicio de estructuras para La Isla de los Inventos","488.333,33",",00",",00","","03/07/2023","07/07/2023",366,,,,"Se adjudica por mejor precio a Ribron S.A. por la suma total de $ 435.502.- (Pesos Cuatrocientos Treinta y Cinco Mil Quinientos Dos).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28088",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",37862,2023,"COMPRA DE ARTÍCULOS DE LIMPIEZA PARA LA DIRECCIÓN GENERAL DE INTEGRACIÓN COMUNITARIA ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","4.259.560,70",",00",",00","","03/07/2023","06/07/2023",3660,,,,"	A la Firma: AMELONG, JOSE MAURICIO por la suma de $4.424.249,40 Total Global. Por única propuesta y precio corriente en plaza. 
	","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28091",
"Secretaría de Cultura y Educación","Licitación Privada",17089,2023,"Servicio de alquiler de equipamiento de video para eventos organizados por la Secretaría de Cultura y Educación","8.900.000,00","24.030,00",",00","","04/07/2023","04/07/2023",353,,,,"Se declaró desierto el llamado a licitación.","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27974",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"INMUNOGLOBULINAS INESPECIFICAS ""Hosp. Vilela""","7.526.178,00",",00","20.320,68","","04/07/2023","14/07/2023",1431,,,,"RESOLUCIÓN Nº: 001431
 ROSARIO,?2023 - A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA? 14 JUL 2023
	Visto el llamado a Licitación Privada Nº:03-074/2023 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de INMUNOGLOBULINAS INESPECIFICAS, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

ART. 1º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: DROGUERIA MAFE S.A. item 1, mejor precio, pesos nueve millones ciento noventa y cuatro mil novecientos ochenta y dos c/00.- ($ 9.194.982,00.-).-
ART. 2º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.2.1.15.2.1.02.05.02.27 ó 0.08030.1.08.03.00.2.1.14.2.1.02.05.02.27 ó 0.08030.1.08.03.00.1.01.01.2.1.02.05.02.27 (Inmunoglobulinas Inespecificas), la cantidad de pesos nueve millones ciento noventa y cuatro mil novecientos ochenta  y dos c/00.- ($ 9.194.982,00.-).- Del ejercicio 2023.-
ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28014",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"BIOMEDICOS CATETERES, SONDAS Y EQUIPOS DE USO NORMATIZADO ""Hosp. Vilela""","6.842.153,25",",00","18.473,81","","04/07/2023","14/07/2023",1427,,,,"RESOLUCIÓN Nº:   001427
 ROSARIO, ?2023 - A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA? 14 JUL 2023
	Visto el llamado a Licitación Privada Nº:03-076/2023 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de BIOMEDICOS CATÉTERES, SONDAS Y EQUIPOS DE USO NORMATIZADO, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;
EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
        
Articulo 1º: SE DESESTIMA: item 13, por no ajustarse a lo solicitado en pliego.-
Articulo 2º: SE DECLARA DESIERTO: item 10.-
ART. 3º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: DROGUERIA MONUMENTO S.A., ítems 2 y 3, única propuesta, pesos doscientos tres mil ochociento cuarenta c/00.- ($ 203.840,00.-); AMERICAN FIURE S.A. ítems 1, 4 y 8, mejor precio, ítems 5, 6 y 9, calidad, ítem 7, única propuesta, pesos cuatro millones ochocientos veinticuatro mil cuatrocientos setenta c/00.- ($ 4.824.470,00.-); DROGUERIA NEW DROG S.R.L. ítems 11 y 12, única propuesta, pesos setecientos cincuenta y seis mil cuatrocientos noventa y seis c/60.- ($ 756.496,60.-); DROGUERÍA COMARSA S.A. ítem 14, única propuesta, pesos dieciseis mil quinientos treinta y ocho c/30.- ($ 16.538,30.-).-
ART. 4º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera: 0.08030.1.08.03.00.2.1.15.2.1.02.09.05.23, 0.08030.1.08.03.00.2.1.14.2.1.02.09.05.23 ó 0.08030.1.08.03.00.1.01.01.02.01.02.09.05.23 (Biom. Cateteres, Sondas y Equipos de Uso Normatizado), la cantidad de pesos cinco millones ochocientos un mil trescientos cuarenta y cuatro /90.- ($ $ 5.801.344,90.-).- Del ejercicio 2023.-
ART. 5º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28016",
"Maternidad Martin","Licitación Privada",0,0,"MATERNIDAD MARTIN BIOMEDICO PARA INFUSION ","2.590.682,40",",00","5.182,00","","04/07/2023","07/07/2023",1387,,,,"Municipalidad de Rosario
Secretaría de Salud pública
RESOLUCIÓN  001387

               ROSARIO 2023 ? A CUARENTA AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA ?07/07/2023

VISTO el llamado a Licitación Privada Nº 07-051-2023 efectuado por MATERNIDAD MARTÍN   para la compra de BIOMEDICO PARA INFUSION   para el servicio de farmacia Maternidad Martín CEMAR,  dependiente de la Secretaría de Salud Pública.  
Y CONSIDERANDO conveniente proveer al respecto teniendo en cuenta los informes obrantes en el mencionado legajo.
EN USO DE SUS ATRIBUTOS
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
      ART. 1º ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones; a los siguientes ADJUDICATARIOS:


DROGUERIA NEWDROG S.R.L. itemnº 1-2-3-5-6-7-8 por un importe total de pesos un millon doscientos cuarenta y cinco mil setecientos quince con 80/100 ($1245715,80 )////////
DROGUERIA COMARSA SA. Itemnº 4 por un importe total de pesos dos millones ciento cincuenta y ocho mil quinientos siete con 20/100 ($2158507,20 )/////////////////////////////////////

ART. 2º: EL GASTO que demande el cumplimiento de la presente Resolución se imputará de la siguiente manera: 
Conversión
Programática
Partida
Denominación
Importe
Año
08074
1.08.07.00.2.1.15..2.1.02.09.05.18
Biomedicos para infusion 
$3.404.223,00
2023
Pesos  : (tres millones cuatrocientos cuatro mil doscientos veintitres ),  del presupuesto vigente y con estricto cumplimiento del art. 55 de la ordenanza de contabilidad , según corresponda /////////////////

       ART 3º: COPIAR: comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28050",
"Maternidad Martin","Licitación Privada",0,0,"MATERNIDAD MARTIN FORMULAS PAR ALIMENTACION NORMATIZADA ","3.264.288,72",",00","6.529,00","","04/07/2023","14/07/2023",1433,,,,"
Municipalidad de Rosario
Secretaría de Salud pública
RESOLUCIÓN   001433

  ?ROSARIO 2023 ? A CUARENTA AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA? 14/07/2023
VISTO el llamado a Licitación Privada Nº 07-052-23 efectuado por MATERNIDAD MARTÍN   para la compra de FORMULAS PARA ALIMENTACIÓN PARENTERAL Y ENTERAL NORMATIZADAS para el servicio de farmacia Maternidad Martín CEMAR,  dependiente de la Secretaría de Salud Pública.  
Y CONSIDERANDO conveniente proveer al respecto teniendo en cuenta los informes obrantes en el mencionado legajo.
EN USO DE SUS ATRIBUTOS
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
      ART. 1º ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones; a los siguientes ADJUDICATARIOS:

DROGUERÍA COMPAÑÍA FARMACÉUTICA S.R.L.  . item 1,2,3,4,5,6,7 por un importe total de pesos tres millones seiscientos cuarenta y cuatro mil dieciséis con 36/100 ($3.644.016,36)/////////////////////////////////////////////////////////////////////////////////////////////////////////////////

ART. 2 : EL GASTO que demande el cumplimiento de la presente Resolución se imputará  se imputará en forma optativa, de la siguiente manera:   
Conversión
Programática
Partida
Denominación
Importe
Año
08074
1.08.07.00.2.1.15.2.1.02.05.02.11

FORMULAS PARA ALIMENTACIÓN PARENTERAL Y ENTERAL NORMATIZADAS 
$3.644.016,36
2023
Pesos (tres millones seiscientos cuarenta y cuatro mil dieciséis con 36/100),  del presupuesto vigente y con estricto cumplimiento del art. 55 de la ordenanza de contabilidad , según corresponda 
 
       ART 3º: COPIAR: comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28052",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",0,0,"CALZADO DE SEGURIDAD","2.107.000,00",",00","4.214,00","","04/07/2023","20/07/2023",1470,,,,"RESOLUCIÓN N.º  001470


2023 ? A  40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA?, 20 de julio de 2023.-



VISTO:  el llamado a Licitación Privada Nro. 02-145/23 efectuaddos por varios servicios del Hospital de Emergencias Dr. Clemente Alvarez, cuyo objeto es la adquisición de CALZADO DE SEGURIDAD 


Y CONSIDERANDO: Que conforme al informe del servicio correspondiente a fs. 30 no se preadjudicala presente licitación, poro lo que se debe desestimar dicha oferta y declarar fracasada la presente licitación



POR ELLO Y EN USO DE SUS ATRIBUCIONES 
LA SECRETARÍA DE SALUD PÚBLICA
RESUELVE




Art. 1ero.: DESESTIMASE: la oferta presentada de acuerdo a los considerandos de la presente resolución

Art. 2do.: DECLARAR FRACASADA: la Licitación Privada Nro. 02-145/23 efectuada por SERVICIOS VARIOS del Hospital de Emergencias Dr. Clemente Alvarez, cuyo objeto es la adquisición de CALZADO DE SEGURIDAD

Art. 3ro. DISPONER, que la administración Pública efectuará un nuevo llamado cuando lo estime conveniente.

Art. 4to. COPIAR, comunicar a quienes corresponda y archivar","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28062",
"Dirección General de Parques y Paseos","Concurso de Precios",27,2023,"Adquisición de artículos de caucho ","700.000,00",",00",",00","","04/07/2023","04/07/2023",0,,,,"Se ADJUDICA ÍTEM 1 a BATTILANA FEDERICO JAVIER por ÚNICA PROPUESTA y PRECIO CORRIENTE EN PLAZA por un monto total de $699.600.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28077",
"Dirección General de Informática","Concurso de Precios",5,2023,"Adquisición de Repuestos Informáticos para la Dir. Gral. de Informática","200.000,00",",00",",00","","04/07/2023","01/09/2023",0,,,,"Se Adjudica a Grupo Consultar S.R.L. el ítem 1 por única propuesta y precio corriente en plaza y el ítem 5 por mejor precio por la suma total de $28.888,49.-; a DE MAIO JORGE ANTONIO los ítems 2, 4, 7, 9, 10 y 11 por mejor precio por la suma total de $70.200.- y a JAR COMPUTACIÓN S.R.L. el ítem 3 por mejor precio por la suma total de $17.787.- Se declara desierto el ítem 6. Se desestiman las ofertas del ítem 8. Se declara fracasado el ítem 8. ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28081",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",41001,2023,"COMPRA DE ARTÍCULOS DE LIBRERÍA PARA LA DIRECCIÓN GENERAL DE INFANCIAS Y FAMILIAS ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","1.685.899,78",",00",",00","","04/07/2023","12/07/2023",3838,,,,"tem	2: A la firma: AMELONG, JOSE MAURICIO	por la suma de $164,50 c/u por mejor precio.
Ítem	3: A la firma: AMELONG, JOSE MAURICIO	por la suma de $67,50 c/u por mejor precio.
Ítem	4: A la firma: AMELONG, JOSE MAURICIO	por la suma de $67,50 c/u por mejor precio.
Ítem	5: A la firma: QUEVEDO, LEONARDO por la suma de $400,00	c/u por mejor precio.
Ítem	6: A la firma: AMELONG, JOSE MAURICIO	por la suma de $718,69 c/u por mejor precio.
Ítem	8: A la firma: QUEVEDO, LEONARDO por la suma de $306,00 c/u por mejor precio.

Ítem	9: A la firma: AMELONG, JOSE MAURICIO	por la suma de $1.015,25 c/u por mejor precio.
Ítem	10: A la firma: AMELONG, JOSE MAURICIO por la suma de $479,70 c/u por mejor precio.
Ítem	11: A la firma: AMELONG, JOSE MAURICIO por la suma de $197,40 c/u por mejor precio.
Ítem	12: A la firma: AMELONG, JOSE MAURICIO por la suma de $296,25 c/u por mejor precio.
Ítem	13: A la firma: AMELONG, JOSE MAURICIO por la suma de $929,75 c/u por mejor precio.
Ítem	14: A la firma: QUEVEDO, LEONARDO por la suma de $553,00 c/u por mejor precio.
Ítem	15: A la firma: LIBRERIAS VAN GOGH SRL por la suma de $222,00 c/u por mejor precio.
Ítem	16: A la firma: AMELONG, JOSE MAURICIO por la suma de $694,20 c/u por mejor precio.
Ítem	17: A la firma: LIBRERIAS VAN GOGH SRL por la suma de $144,00 c/u por mejor precio.
Ítem	18: A la firma: AMELONG, JOSE MAURICIO por la suma de $837,25 c/u por mejor precio.
Ítem	19: A la firma: AMELONG, JOSE MAURICIO por la suma de $437,10 c/u por mejor precio.
Ítem	20: A la firma: AMELONG, JOSE MAURICIO por la suma de $1.532,70	c/u por mejor precio.
Ítem	21: A la firma: AMELONG, JOSE MAURICIO por la suma de $806,95 c/u por mejor precio.
Ítem	22: A la firma: AMELONG, JOSE MAURICIO por la suma de $976,45 c/u por mejor precio.
Ítem	23: A la firma: LIBRERIAS VAN GOGH SRL por la suma de $2.556,00 c/u por mejor precio.
Ítem	24: A la firma: AMELONG, JOSE MAURICIO por la suma de $204,26 c/u por mejor precio.
Ítem	25: A la firma: AMELONG, JOSE MAURICIO por la suma de $60,67 c/u por mejor precio.
Ítem	26: A la firma: QUEVEDO, LEONARDO por la suma de $40,00 c/u por mejor precio.
Ítem	27: A la firma: AMELONG, JOSE MAURICIO por la suma de $60,90 c/u por mejor precio.
Ítem	28: A la firma: QUEVEDO, LEONARDO por la suma de $67,00	c/u por mejor precio.
Ítem	29: A la firma: AMELONG, JOSE MAURICIO por la suma de $510,16 c/u por mejor precio.
Ítem	30: A la firma AMELONG, JOSE MAURICIO	por la suma de $144,40 c/u por mejor precio.
Ítem	31: A la firma AMELONG, JOSE MAURICIO	por la suma de $149,60 c/u por mejor precio.
Ítem	32: A la firma: AMELONG, JOSE MAURICIO por la suma de $31,92 c/u por mejor precio.
Ítem	33: A la firma: AMELONG, JOSE MAURICIO por la suma de $2.888,20	c/u por mejor precio.
Ítem	34: A la firma: LIBRERIAS VAN GOGH SRL por la suma de $3.468,00	c/u por mejor precio.
Ítem	35: A la firma: AMELONG, JOSE MAURICIO por la suma de $872,65 c/u por mejor precio.
Ítem	37: A la firma: AMELONG, JOSE MAURICIO por la suma de $3.920,40	c/u por mejor precio.
Ítem	38: A la firma: LIBRERIAS VAN GOGH SRL por la suma de $906,00 c/u por mejor precio.
Ítem	40: A la firma: AMELONG, JOSE MAURICIO por la suma de $343,70 c/u por mejor precio.
Ítem	41: A la firma: AMELONG, JOSE MAURICIO por la suma de $343,70 c/u por mejor precio.
Ítem	42: A la firma: LIBRERIAS VAN GOGH SRL por la suma de $360,00 c/u por mejor precio.
Ítem	43: A la firma: AMELONG, JOSE MAURICIO por la suma de $13.219,45 c/u por mejor precio.
Ítem	44: A la firma: AMELONG, JOSE MAURICIO por la suma de $1.897,30	c/u por mejor precio.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28090",
"Secretaría de Cultura y Educación","Concurso de Precios",20532,2023,"Adquisición de remeras para la Dirección General de Producción Estratégica,","319.000,00",",00",",00","","04/07/2023","10/07/2023",374,,,,"Se adjudico a Bariloche Indumentaria S.R.L. por única propuesta y precio corriente en plaza, por la suma total de $ 319.000.- (Pesos Trescientos Diecinueve Mil).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28092",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",35476,2023,"CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA LA DIRECCIÓN GENERAL DE INTERVENCIONES EMERGENTES ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","330.000,00",",00",",00","","04/07/2023","11/07/2023",3678,,,,"a la firma . SCARABINO, MARIA MERCEDES  por la suma de $310.200,00 total global , por mejor precio","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28102",
"Centro Municipal de Distrito Centro ""Antonio Berni""","Concurso de Precios",11,2023,"Papel higiénico, toalla en rollo y jabón líquido para el CMD CENTRO ""Antonio Berni""","390.000,00",",00",",00","","04/07/2023","19/07/2023",0,,,,"Se adjudica a Proveedor: Distribuidora Bellotti SRL
Monto adjudicado: $379.302,60., por Mejor Precio.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28107",
"Secretaría de Cultura y Educación","Licitación Privada",19167,2023,"Provisión de placas de mármol para la Secretaría de Cultura y Educación","2.000.000,00","4.000,00",",00","","05/07/2023","06/07/2023",365,,,,"Se declaró desierto el llamado a licitación.","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28037",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"BIOMEDICOS PARA TERAPIA INTENSIVA (Sensores de  Oxigeno) ""Hosp. Vilela""","3.264.000,00",",00","6.528,00","","05/07/2023","17/07/2023",1439,,,,"RESOLUCIÓN Nº: 001439
ROSARIO, ?2023 - A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA? 17 JUL 2023 
VISTO: el llamado a Licitación Privada Nº:03-077/23 efectuado por el Hospital de Niños V.J.Vilela para la adquisición de BIOMEDICOS PARA TERAPIA INTENSIVA (SENSORES DE OXIMETRO).-
Y CONSIDERANDO: lo aconsejado por la Junta de Compras del Hospital de Niños Víctor J. Vilela dependiente de la Secretaría de Salud Pública, resulta pertinente declarar desestimada y/o desierta la referida Licitación debido a los fundamentos expuestos.

POR ELLO Y EN USO DE SUS ATRIBUCIONES,
LA SECRETARIA DE SALUD PUBLICA
RESUELVE:


ART. 1º: SE DECLARA DESESTIMADA: item 1, desetimado, la precitada Licitación atento a los fundamentos expuestos. 
ART 2º DISPONER: que la Administración Pública proceda a efectuar un nuevo llamado a Licitación para la adquisición de BIOMEDICOS PARA TERAPIA INTENSIVA (SENSORES DE OXIMETRO) cuando lo considere convenientemente oportuno,
ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Fracasada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28068",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"BIOMEDICOS P/ TERAPIA INTENSIVA ""Hosp. Vilela""","2.625.092,98",",00","5.250,19","","05/07/2023","17/07/2023",1438,,,,"RESOLUCIÓN N.º: 001438
ROSARIO, ?2023 - A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA? 17 JUL 2023 
Visto el llamado a Licitación Privada Nº:03-079/2023 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de BIOMEDICOS PARA TERAPIA INTENSIVA, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
        
Articulo 1º: SE DECLARA DESIERTO: item 5.- 
ART. 2º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: UNIC COMPANY S.R.L. ítem 1, mejor precio, ítems 2, 3, 4 y 8, única propuesta, pesos dos millones seiscientos noventa y cinco mil novecientos sesenta c/00.- ($ 2.695.960,00.-); DROGUERIA COMARSA S.A. ítems 6 y 7, mejor precio, pesos ciento veinticinco mil setecientos seis c/35.- ($ 125.706,35.-).-
ART. 3º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.2.1.15.2.1.02.09.05.09 ó 0.08030.1.08.03.00.2.1.14.2.1.02.09.05.09 ó 0.08030.1.08.03.00.1.01.01.2.1.02.09.05.09 (Biom. P. Terapia Intensiva), la cantidad de pesos dos millones ochociento veintiun mil seiscientos sesenta y seis c/35.- ($ 2.821.666,35.-).- Del ejercicio 2023.-
ART. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28070",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"BIOM. P/ INFUSIÓN ESPECIALIZADOS ""Hosp. Vilela""","3.884.415,60",",00","7.768,83","","05/07/2023","17/07/2023",1437,,,,"RESOLUCIÓN Nº:    001437
ROSARIO,  ?2023 - A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA? 17 JUL 2023
Visto el llamado a Licitación Privada Nº:03-080/2023 efectuado por el Hospital de Niños Victor J. Vilela, para la adquisición de BIOMEDICOS PARA INFUSION ESPECIALIZADOS, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE     
   
ART. 1º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: DROGUERÍA NEW DROG S.RL.. ítems 1, 2, 3 y 4, mejor precio, ítems 6 y 7, única propuesta, pesos, un millon trescientos ochenta y tres mil doscientos setenta y cinco c/25.- ($ 1.383.275,25.-); DROGUERIA COMARSA S.A. ítem 5, única propuesta, pesos tres millones quinientos noventa y siete mil quinientos doce c/00.- ($ 3.597.512,00.-).-
ART. 2º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.1.01.01.2.1.02.09.05.18 ó 0.08030.1.08.03.00.2.01.14.2.1.02.09.05.18 ó 0.08030.1.08.03.00.2.1.15.2.1.02.09.05.18 (BIOMEDICOS PARA INFUSION ESPECIALIZADOS), la cantidad de pesos cuatro millones novecientos ochenta mil setecientos ochenta y siete c/25.- ($ 4.980.787,25.-).- Del ejercicio 2023.-
ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28071",
"Hospital ""Dr. Roque Sáenz Peña""","Licitación Privada",0,0,"AMPOLLA GENERADORA DE RX HRSP.-","1.890.000,00",",00","3.780,00","","05/07/2023","07/07/2023",1388,,,,"RESOLUCIÓN Nro.:      1388


?Rosario, A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA?  7 de JULIO 2023


		VISTO, el llamado a Licitación Privada N° 050/23 efectuado para la compra de AMPOLLA GENERADORA DE RX para el Hospital Dr. Roque Saenz Peña dependiente de la Secretaria de Salud Pública.
                     Y CONSIDERANDO, que no hubo ofertas,
EN USO DE SUS ATRIBUCIONES

LA SECRETARIA DE SALUD PÚBLICA

                                                                   RESUELVE

ART 1° DECLARAR DESIERTO: La licitación nº 050/2023 por la compra de AMPOLLA GENERADORA DE RX.-

ART. 2° DISPONER: que la Administración pública proceda a efectuar un nuevo llamado a licitación cuando lo considere convenientemente oportuno.

ART. 3° COPIAR: comunicar a quien corresponda y archivar.-
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28084",
"Secretaría de Deporte y Turismo","Concurso de Precios",22,2023,"Compra de elementos de seguridad para ser utilizado por los operarios de los predios y de la cuadrilla de la Dir. de Infraestructura dependiente de la Subsecretaria de Deporte - Sec. de Deporte y Turismo - Municipalidad de Rosario ","401.051,50",",00",",00","","05/07/2023","17/09/2024",0,,,,"Se ADJUDICA por ÚNICA PROPUESTA y PRECIO CORRIENTE EN PLAZA a BATTILANA FEDERICO JAVIER por un monto total de $480.098.- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28089",
"Secretaría de Cultura y Educación","Concurso de Precios",19379,2023,"Adquisición de telas para la Dirección General de Gestión Territorial","433.950,00",",00",",00","","05/07/2023","17/07/2023",392,,,,"Se adjudicaron los Ítem 1, 3 y 7 por mejor precio; e ítem 2 y 6 por única propuesta y precio corriente en plaza, por la suma total de $ 365.400.- (Pesos Trescientos Sesenta y Cinco Mil Cuatrocientos). Los ítems 4 y 5 se declaran desiertos.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28093",
"Dirección General de Parques y Paseos","Concurso de Precios",26,2023,"Adquisición de PINTURAS","700.000,00",",00",",00","","05/07/2023","05/07/2023",0,,,,"Se ADJUDICAN por MEJOR PRECIO los ITEMS 1 y 3 a HECAN S.R.L. por un monto total de $194.807,76; ITEM 2 a CP S.A por un monto total de $88.738,80; ITEM 4, 5 y 6 a IEZZA ANA por $221.530,73.-

falta item 4 ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28106",
"Secretaría de Igualdad, Género y Derechos Humanos","Concurso de Precios",51,2023,"SUMINISTRO DE PRODUCTOS DE ALMACÉN","274.000,00",",00",",00","","05/07/2023","11/09/2024",0,,,,"Se ADJUDICA por MEJOR PRECIO a MASHIDA S.R.L por un monto total de $272.994,00.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28128",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",45077,2023,"CONTRATACION DEL SERVICIO DE VIANDAS PARA LOS REFUGIOS DEPENDIENTES DE LA DIRECCIÓN GENERAL DE INTERVENCIONES EMERGENTES ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","4.804.800,00",",00",",00","","05/07/2023","06/07/2023",3668,,,,"	A la firma: ORIVE ESTEBAN JESUS  por la suma de $2.688.000,00 Total global. Por mejor precio","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28131",
